,content,sentiment
2506,@annie ugly gray outside even san diego. cold get may gray june gloom u,0
2507,good mood. mama s away si can t talk either boy can t see weekend planned.,0
2508,@tommcfly tom today school played pov break almost cryed show sao paulo today wish could there,0
2509,goooood beer tiiiimes,1
2510,@terrencej wit cha got home da reggae club wishin sexin somebody,1
2511,happy star war day may th lil yr old bro home playing lego at at dozen stormtroopers.,1
2512,blackout city never good,0
2513,@cschug do long think next weekend open. going house warming party,1
2514,risk sounding like whiny child gotta say...i wanna go hoooooooooooomeeeee ugh.,0
2515,downloading chex quest year sin final release say right,0
2516,@bloomsday sorry hear that. optimist thing get better. us.,0
2517,watchin tv. happy mom day.,1
2518,nite tweeple. tomorrow day work.,0
2519,@aubergine still plenty food left here thanks coming over can t wait see picture came,1
2520,asda ready meal think ever,0
2521,@ hurt sister much potential isnt using waste god given talent.,0
2522,meeting karen boy drink dock wanna drink though.. fuck like andrea said haha,1
2523,@iliveinbetween graduate am sunday june th...,1
2524,day boyzone,1
2525,@v kong record grand prix skip later watch man u game radio .... well sport come first,0
2526,@katrchrdsn without whipped topping shortcake. shortcakefail,0
2527,booya sup tweeps happy infamous day all get soon. can t wait play need find time though,1
2528,gotta buy onesies besties lol ah yea club grand ol time,1
2529,peter amp gordon morning gt i go piece wanna hide go piece almost die ever... http blip.fm yk,1
2530,goodmorning,1
2531,came back home ne gig another fun night skankin...what workout,1
2532,gonna suck sober one tonight,0
2533,beautiful monday morning happy http myloc.me tct,1
2534,home alone one left gummy bear,0
2535,@bluevolvic awesome keep look it,1
2536,watching scrub season . oh gonna miss show,0
2537,@mastersavage cool saw link thanks,1
2538,@botse that s cute picture ... get fat licking bbqs ... must found chop someone else s ...,1
2539,tagaytay family happy mum s day hot momma s,1
2540,@pyroezra really wish could.,0
2541,last day high school gonna miss friend,0
2542,rain delay,0
2543,google wave presentation http bit.ly ehfov impressed. nice really,0
2544,@amber benson woohoo well done started macarena ing,1
2545,know see people love country could get closer,0
2546,@dayteed cool linux,1
2547,@emily glad hear weather s nice. rained every day last five days. fun exploring,1
2548,@citygirllife ready weekend. see flash flood warning around here,0
2549,@amandalaur would awesome think hate expensive phone,1
2550,want welcome @melizadeleon back plurk again http plurk.com p rppo,1
2551,@f nadzirah thanks,1
2552,getting ready school.. reading what s going set montepulciano practically cry cause,0
2553,finally holiday.,1
2554,oh also... here s clip new moon trailer can t watch cuz work. http bit.ly wxal,0
2555,@selenagomez bye selena bad didnt get talk u u,0
2556,@hnnhmllr lmao baked non stop sound like yummy fun,1
2557,@marismith took endorsed spot twindexx.com thanks endorsement @danholmesimind,1
2558,@soulsistanindy someone do good morning,1
2559,goodmorning,1
2560,kinda pissed boy like girl gonna kentucky kingdom date already show,0
2561,fun doll tequillla...carne asada....and mom dancing funny,1
2562,happy mother s day,1
2563,knew confessed using phone look answer pub quiz. shame upon,0
2564,way dad s sistas.. r.i.p. deb..,0
2565,got three shot today. can t lift arms...,0
2566,study study study. fun saturday.,0
2567,@courseofhistory vancouver classy. canuck,1
2568,pool fun without tim it...,0
2569,tummy hurts...,0
2570,shoot ron torey lot fun,1
2571,drove mazda rx today boy car fun sadly though find car much fun,0
2572,bummed didnt get see manchester orchestra bc sold out spent night buying tv show itunes lame,0
2573,law order yeah stay home sat nite,1
2574,@alexistai please roll eyes. can t handle that. cry,0
2575,harley passed away december http apps.facebook.com dogbook profile view,0
2576,raining... missed rain much... grateful,1
2577,met one nerdiest server chili s today lol... awesome favorite,1
2578,curled couch like question mark mind like jell o. ah ti joy woman,1
2579,har vondt ryggen back hurt,0
2580,@raptorsforum sigh... know am...,0
2581,dans public transport decided everything north london that s utter crap southern train alright,0
2582,bout go work,0
2583,blockbuster week new zealand quot wolverine quot tomorrow followed quot star trek quot thursday,0
2584,@robbywat minute thought said quot maggie extra eye growing. quot yep space cadet. sorry sweet girl,1
2585,pinkpop weekend amp got ticket meaning bruce springsteen oh well wwwwweeeeeeeeeeeeeeekkkkkeeeennnndddd,0
2586,going watch boy striped pj s hope cry,1
2587,dressed everything,1
2588,@jazzyladee try pretty hard engage everyone follow lack interesting shit say end unfollowed,0
2589,finished st new song soon youtube keeping updated,1
2590,@staceysjustfab blackberry messenger rock basically im ing bb user u add like ur friends. save text,1
2591,@aquafreak too. depresses thinking it.,0
2592,feel like failure morning,0
2593,happy mother s day mother,1
2594,took shift tomorrow. really feel like working right now.,0
2595,thanks assignment im work today,1
2596,can t arsed get bed hello sunshine,1
2597,@m delamerced judge answer fid. duty tort lawyer u r good this.it like oj trial done,1
2598,@heffabella dont know u heeeeeeey name shannn extends hand put er there. u from,1
2599,glowing face complexion always pale,0
2600,@ileanedover heyheyheyy happy star war day watcha doin friday movie,1
2601,lost first field note notebook page filling up rip fieldnotes,0
2602,feeling good all happen today day going friend tonight,0
2603,@bimbler much work drink now. love afternoon pub.,0
2604,happy star war day,1
2605,@sweeetnspicy hiii im ipod...i cant fall asleep,0
2606,headache century coming feel fuck.,0
2607,grrrrr fuck. remembered later shift today work another hour wasted lay opportunity,0
2608,@iaretanja forgot put something essential day.,0
2609,morning darlin @dahilster hope feelin tip top http blip.fm zzs,1
2610,push amazing,1
2611,@limeice way home dood.. dont think crappy vodafone gprs handle yaymen.com,0
2612,people talk gone,0
2613,itttt,0
2614,@brodyjenner live manchester england still never london,0
2615,@rachaelphillips wow really pretty talented lady impressed,1
2616,@kimkardashian saw today beautiful looked good glad see wonderful turnout,1
2617,happy star war day unbelievable,1
2618,@princsskrys lmao never met anyone liked caramel much,0
2619,@sairzbillington lol thanks think husband would classify quot annoying quot like awesome much better,1
2620,like taking dog car run errands. always excited go anywhere. like morning krogers.,1
2621,firework @ kboom concert... second best ever seen...preceded last year s show lt sigh gt,1
2622,nanaimo day... missing son already havent even left yet,0
2623,ate chocolate,0
2624,@mc craig g hope enjoying money..it s looking real good right,1
2625,@pcsketch actually wanting buy bus one day amp turn motor home. imagine whopping big blokeslib logo,1
2626,@tinpanalley sorry bro that s rough.,0
2627,@tahninial called cheeseburglar. made sad,0
2628,back school daily show amazing gonna watch later think xd,1
2629,morning world sun seems gone away maybe majorca popular tourist spot. hope come back soon,1
2630,starting video editing first spanking movie mina ... added next update,1
2631,@opinionatedant great weekend mononoke may tweeting inside movie theater either monday tuesday lol,1
2632,@grrachel made sad..,0
2633,yes... today star war day may th you,1
2634,figure quoted wildly optimistic stuff science fiction. bit disapointed ciber sabip,0
2635,@jennifalconer thought rubbish twin cute tho,1
2636,.pm sun setting soon setting soon too grab dinner catch sitcom,0
2637,darn it. again. keep forgetting darn quot d quot dm s.....,0
2638,@timmytenga awesome looking sourcing well.,1
2639,@malcolmmillion nah understand cant cancel wanted come,0
2640,@weewifie lol staying in craig got footy molly missing good weather buggy either.,0
2641,@yomama go room first time week cleaning,0
2642,yay bannerbomb wii finally out. run homebrew . wii.,1
2643,@babygirlparis hope great weekend paris,1
2644,today free day bell rang wen rang end okayy..but,0
2645,@galaraza stop mean me ur hurting feeling,0
2646,@snarkattack kicking incredibly old schoolï¿½ whole heartedly approved,1
2647,@dutchcowboys huh... pr ..,0
2648,@axelsrose im trying fix really need stop cutting,0
2649,@frankiero thats amazing quote indeed.btw nice weekend,1
2650,@dutchreaganite roflmao feel inspired go start huge bonfire,0
2651,@waynedastar oh wow thanks wayne,1
2652,hi charlie thank following me nice know there s another ollmann new world...,1
2653,gooooooood morning camper happy mother s day,1
2654,fun had.,1
2655,that s it done already one proof there s nothing fair world. http bit.ly uemq,0
2656,@emmyrossum ah hate happens race erase m week. going,0
2657,last day exeter last session gym last breakfast.. last meeting coming,0
2658,@courvidloveeva fc back dear.,1
2659,can t wait hand work tomorrow im practically finished year yay,1
2660,think world @mileycyrus hannah montana set.... im missing tennessee alot today,0
2661,@denybutterflies omg. sorry. sorry never know say,0
2662,wedding,1
2663,@trellthms r u tonight bro i wanna go,0
2664,finally way home,1
2665,lol exam go mcast school finished form that s soo disappointed,0
2666,long day office again. tiring week,0
2667,@no surprise unfortunately yes,0
2668,creeper feel disappointed it. damn cyberstalking skill internet privacy.,0
2669,walk cornish countryside great british bank hol http bit.ly ailun http yfrog.com rwwtj,1
2670,@realbillbailey really made night. infact made weekend well done.,1
2671,love mac msn work still,0
2672,work...,0
2673,@darrynstorm hey hey..i m finishing th june,1
2674,mourning miss homesssssskooooler fair today,0
2675,@paaaulaaac even life pretty good always say shitty,0
2676,burfday alone,0
2677,okay feel really sick,0
2678,@vewe haha. hope u great laugh laughter best medicine,1
2679,way take photo park,1
2680,@matt vega @matt vega sikeeee.i m sick cough,0
2681,world im chillin bout go get money economy money easy money anymore,1
2682,sadly bprohibiting tweeting tonight. sorry,0
2683,brooklyn suppose sleep in...i ll call @ ladybug,1
2684,@eprussakov ohï¿½ unfortunately,0
2685,@lizziecoulter oh dear. i m sorry laughed,1
2686,@yiannis k good question could they,0
2687,@dannygokey im upset u u weekly uncle work apparently didnt know big fan am,0
2688,@ncremins thats really fair. mean leave like dont even give u party coming back ...,0
2689,horrible dream last night also one employed...sigh only.,0
2690,@mdnightcty too sound interesting,1
2691,@nkirchmar minute go day weekend leading birthday tuesday. work birthday.,0
2692,stratus going bye bye today loved car high school fb,0
2693,@asununique apple done impressive thing almost year old macbook. except poured coffee keyboard.,1
2694,. @wickedblueglow bed sick. heavy fever. went dr s. part reason watching aladdin still fed,0
2695,brain hurt,0
2696,following @therealwill one favourite actor,1
2697,desperately wishing could sleep frazzled gma can t sleep.. really bad tonight xx,0
2698,finished mowing lawn.,0
2699,@acallpro yeahhh u wasnt thereeeeeeeeeee,1
2700,sad http bit.ly bjth love kelly lt,0
2701,bye plurk muna. back im done reading book http plurk.com p rqc,0
2702,good drank jager licked hot asian girl s foot. bad reminded never get asian girl ever.,0
2703,@baybeehdoll u miss lol,1
2704,rosie day today goal leav house b mom get hmmm maybe rosie day rescheduled for....wed......,0
2705,@shaniquadenise sooo lucky. fiance away w the marine corps...haven t even seen yet,0
